-4.995,348.432,7.73127E-13,100000,348.432,6.01271E-09,100000,348.432,5.25143E-12,100000
-4.994,348.432,7.74584E-13,100000,348.432,6.01271E-09,100000,348.432,5.04001E-12,100000
-4.993,348.432,7.76042E-13,100000,348.432,6.01271E-09,100000,348.432,5.11967E-12,100000
-4.992,348.432,7.77499E-13,100000,348.432,6.01271E-09,100000,348.432,5.33848E-12,100000
-4.991,348.432,7.78957E-13,100000,348.432,6.01271E-09,100000,348.432,5.33959E-12,100000
-4.99,348.432,7.80414E-13,100000,348.432,6.01271E-09,100000,348.432,5.20806E-12,100000
-4.98901,348.432,7.81871E-13,100000,348.432,6.01271E-09,100000,348.432,5.19276E-12,100000
-4.98801,348.432,7.83329E-13,100000,348.432,6.01271E-09,100000,348.432,5.12863E-12,100000
-4.98701,348.432,7.84786E-13,100000,348.432,6.01271E-09,100000,348.432,4.93917E-12,100000
-4.98601,348.432,7.86243E-13,100000,348.432,6.01271E-09,100000,348.432,4.95061E-12,100000
-4.98501,348.432,7.87701E-13,100000,348.432,6.01271E-09,100000,348.432,5.11909E-12,100000
-4.98401,348.432,8.09378E-13,100000,348.432,6.01271E-09,100000,348.432,5.25713E-12,100000
-4.98301,348.432,8.31239E-13,100000,348.432,6.01271E-09,100000,348.432,5.23905E-12,100000
-4.98201,348.432,8.531E-13,100000,348.432,6.01271E-09,100000,348.432,5.09911E-12,100000
-4.98101,348.432,8.74961E-13,100000,348.432,6.01271E-09,100000,348.432,4.83428E-12,100000
-4.98001,348.432,8.96822E-13,100000,348.432,6.01271E-09,100000,348.432,4.55951E-12,100000
-4.97901,348.432,9.18682E-13,100000,348.432,6.01271E-09,100000,348.432,4.50081E-12,100000
-4.97802,348.432,9.40543E-13,100000,348.432,6.01271E-09,100000,348.432,4.43588E-12,100000
-4.97702,348.432,9.62404E-13,100000,348.432,6.01271E-09,100000,348.432,4.33432E-12,100000
-4.97602,348.432,9.84265E-13,100000,348.432,6.01271E-09,100000,348.432,4.22477E-12,100000
-4.97502,348.432,1.00613E-12,100000,348.432,6.01271E-09,100000,348.432,4.24228E-12,100000
-4.97402,348.432,1.02226E-12,100000,348.432,6.01271E-09,100000,348.432,4.45118E-12,100000
-4.97302,348.432,1.03829E-12,100000,348.432,6.01271E-09,100000,348.432,4.33582E-12,100000
-4.97202,348.432,1.05433E-12,100000,348.432,6.01271E-09,100000,348.432,4.09023E-12,100000
-4.97102,348.432,1.07036E-12,100000,348.432,6.01271E-09,100000,348.432,4.28871E-12,100000
-4.97002,348.432,1.08639E-12,100000,348.432,6.01271E-09,100000,348.432,4.19903E-12,100000
-4.96902,348.432,1.10242E-12,100000,348.432,6.01271E-09,100000,348.432,4.24311E-12,100000
-4.96802,348.432,1.11845E-12,100000,348.432,6.01271E-09,100000,348.432,4.37366E-12,100000
-4.96703,348.432,1.13448E-12,100000,348.432,6.01271E-09,100000,348.432,4.33525E-12,100000
-4.96603,348.432,1.15052E-12,100000,348.432,6.01271E-09,100000,348.432,4.39377E-12,100000
-4.96503,348.432,1.16655E-12,100000,348.432,6.01271E-09,100000,348.432,4.38665E-12,100000
-4.96403,348.432,1.14004E-12,100000,348.432,6.01271E-09,100000,348.432,4.52006E-12,100000
-4.96303,348.432,1.11235E-12,100000,348.432,6.01271E-09,100000,348.432,4.47494E-12,100000
-4.96203,348.432,1.08466E-12,100000,348.432,6.01271E-09,100000,348.432,4.44061E-12,100000
-4.96103,348.432,1.05697E-12,100000,348.432,6.01271E-09,100000,348.432,4.38036E-12,100000
-4.96003,348.432,1.02928E-12,100000,348.432,6.01271E-09,100000,348.432,4.27735E-12,100000
-4.95903,348.432,1.00159E-12,100000,348.432,6.01271E-09,100000,348.432,4.33094E-12,100000
-4.95803,348.432,9.73895E-13,100000,348.432,6.01271E-09,100000,348.432,4.418E-12,100000
-4.95703,348.432,9.46204E-13,100000,348.432,6.01271E-09,100000,348.432,4.41278E-12,100000
-4.95604,348.432,9.18513E-13,100000,348.432,6.01271E-09,100000,348.432,4.58451E-12,100000
-4.95504,348.432,8.90823E-13,100000,348.432,6.01271E-09,100000,348.432,4.5559E-12,100000
-4.95404,348.432,9.26353E-13,100000,348.432,6.01271E-09,100000,348.432,4.54096E-12,100000
-4.95304,348.432,9.64246E-13,100000,348.432,6.01271E-09,100000,348.432,4.57269E-12,100000
-4.95204,348.432,1.00214E-12,100000,348.432,6.01271E-09,100000,348.432,4.72962E-12,100000
-4.95104,348.432,1.04003E-12,100000,348.432,6.01271E-09,100000,348.432,4.92567E-12,100000
-4.95004,348.432,1.07793E-12,100000,348.432,6.01271E-09,100000,348.432,5.00383E-12,100000
-4.94904,348.432,1.11582E-12,100000,348.432,6.21626E-09,100000,348.432,5.02174E-12,100000
-4.94804,348.432,1.15371E-12,100000,348.432,6.4284E-09,100000,348.432,5.27073E-12,100000
-4.94704,348.432,1.19161E-12,100000,348.432,6.64055E-09,100000,348.432,5.46393E-12,100000
-4.94604,348.432,1.2295E-12,100000,348.432,6.85269E-09,100000,348.432,5.65623E-12,100000
-4.94505,348.432,1.26739E-12,100000,348.432,7.06484E-09,100000,348.432,5.96373E-12,100000
-4.94405,348.432,1.25518E-12,100000,348.432,7.27698E-09,100000,348.432,6.29629E-12,100000
-4.94305,348.432,1.24061E-12,100000,348.432,7.48913E-09,100000,348.432,6.42115E-12,100000
-4.94205,348.432,1.22603E-12,100000,348.432,7.70128E-09,100000,348.432,6.77851E-12,100000
