-4.995 	348.432 	6.85603e-13 	100000
-4.994 	348.432 	6.76858e-13 	100000
-4.993 	348.432 	6.68114e-13 	100000
-4.992 	348.432 	6.59369e-13 	100000
-4.991 	348.432 	6.50625e-13 	100000
-4.99 	348.432 	6.4188e-13 	100000
-4.98901 	348.432 	6.33136e-13 	100000
-4.98801 	348.432 	6.24391e-13 	100000
-4.98701 	348.432 	6.15647e-13 	100000
-4.98601 	348.432 	6.06902e-13 	100000
-4.98501 	348.432 	5.98158e-13 	100000
-4.98401 	348.432 	5.98079e-13 	100000
-4.98301 	348.432 	5.98079e-13 	100000
-4.98201 	348.432 	5.98079e-13 	100000
-4.98101 	348.432 	5.98079e-13 	100000
-4.98001 	348.432 	5.98079e-13 	100000
-4.97901 	348.432 	5.98079e-13 	100000
-4.97802 	348.432 	5.98079e-13 	100000
-4.97702 	348.432 	5.98079e-13 	100000
-4.97602 	348.432 	5.98079e-13 	100000
-4.97502 	348.432 	5.98079e-13 	100000
-4.97402 	348.432 	6.05235e-13 	100000
-4.97302 	348.432 	6.12522e-13 	100000
-4.97202 	348.432 	6.19809e-13 	100000
-4.97102 	348.432 	6.27096e-13 	100000
-4.97002 	348.432 	6.34383e-13 	100000
-4.96902 	348.432 	6.41671e-13 	100000
-4.96802 	348.432 	6.48958e-13 	100000
-4.96703 	348.432 	6.56245e-13 	100000
-4.96603 	348.432 	6.63532e-13 	100000
-4.96503 	348.432 	6.70819e-13 	100000
-4.96403 	348.432 	6.66762e-13 	100000
-4.96303 	348.432 	6.6239e-13 	100000
-4.96203 	348.432 	6.58017e-13 	100000
-4.96103 	348.432 	6.53645e-13 	100000
-4.96003 	348.432 	6.49273e-13 	100000
-4.95903 	348.432 	6.44901e-13 	100000
-4.95803 	348.432 	6.40528e-13 	100000
-4.95703 	348.432 	6.36156e-13 	100000
-4.95604 	348.432 	6.31784e-13 	100000
-4.95504 	348.432 	6.27412e-13 	100000
-4.95404 	348.432 	6.35683e-13 	100000
-4.95304 	348.432 	6.44428e-13 	100000
-4.95204 	348.432 	6.53172e-13 	100000
-4.95104 	348.432 	6.61917e-13 	100000
-4.95004 	348.432 	6.70661e-13 	100000
-4.94904 	348.432 	6.79406e-13 	100000
-4.94804 	348.432 	6.88151e-13 	100000
-4.94704 	348.432 	6.96895e-13 	100000
-4.94604 	348.432 	7.0564e-13 	100000
-4.94505 	348.432 	7.14384e-13 	100000
-4.94405 	348.432 	7.11994e-13 	100000
-4.94305 	348.432 	7.0908e-13 	100000
-4.94205 	348.432 	7.06165e-13 	100000
-4.94105 	348.432 	7.0325e-13 	100000
-4.94005 	348.432 	7.00335e-13 	100000
-4.93905 	348.432 	6.9742e-13 	100000
-4.93805 	348.432 	6.94505e-13 	100000
-4.93705 	348.432 	6.9159e-13 	100000
-4.93605 	348.432 	6.88675e-13 	100000
-4.93505 	348.432 	6.85761e-13 	100000
-4.93405 	348.432 	6.93875e-13 	100000
-4.93306 	348.432 	7.02619e-13 	100000
-4.93206 	348.432 	7.11364e-13 	100000
-4.93106 	348.432 	7.20108e-13 	100000
-4.93006 	348.432 	7.28853e-13 	100000
-4.92906 	348.432 	7.37597e-13 	100000
-4.92806 	348.432 	7.46342e-13 	100000
-4.92706 	348.432 	7.55086e-13 	100000
-4.92606 	348.432 	7.63831e-13 	100000
-4.92506 	348.432 	7.72576e-13 	100000
-4.92406 	348.432 	7.62203e-13 	100000
-4.92306 	348.432 	7.50544e-13 	100000
-4.92207 	348.432 	7.38884e-13 	100000
-4.92107 	348.432 	7.27225e-13 	100000
-4.92007 	348.432 	7.15566e-13 	100000
-4.91907 	348.432 	7.03906e-13 	100000
-4.91807 	348.432 	6.92247e-13 	100000
-4.91707 	348.432 	6.80588e-13 	100000
-4.91607 	348.432 	6.68929e-13 	100000
-4.91507 	348.432 	6.57269e-13 	100000
-4.91407 	348.432 	6.402e-13 	100000
-4.91307 	348.432 	6.22711e-13 	100000
-4.91207 	348.432 	6.05222e-13 	100000
-4.91108 	348.432 	5.87733e-13 	100000
-4.91008 	348.432 	5.70244e-13 	100000
-4.90908 	348.432 	5.52755e-13 	100000
-4.90808 	348.432 	5.35266e-13 	100000
-4.90708 	348.432 	5.17777e-13 	100000
-4.90608 	348.432 	5.00288e-13 	100000
-4.90508 	348.432 	4.82799e-13 	100000
-4.90408 	348.432 	4.76024e-13 	100000
-4.90308 	348.432 	4.70194e-13 	100000
-4.90208 	348.432 	4.64365e-13 	100000
-4.90108 	348.432 	4.58535e-13 	100000
-4.90009 	348.432 	4.52705e-13 	100000
-4.89909 	348.432 	4.46876e-13 	100000
-4.89809 	348.432 	4.41046e-13 	100000
-4.89709 	348.432 	4.35216e-13 	100000
-4.89609 	348.432 	4.29387e-13 	100000
-4.89509 	348.432 	4.23557e-13 	100000
-4.89409 	348.432 	4.09771e-13 	100000
-4.89309 	348.432 	3.95197e-13 	100000
-4.89209 	348.432 	3.80622e-13 	100000
-4.89109 	348.432 	3.66048e-13 	100000
-4.89009 	348.432 	3.51474e-13 	100000
-4.8891 	348.432 	3.369e-13 	100000
-4.8881 	348.432 	3.22326e-13 	100000
-4.8871 	348.432 	3.07752e-13 	100000
-4.8861 	348.432 	2.93177e-13 	100000
-4.8851 	348.432 	2.78603e-13 	100000
-4.8841 	348.432 	3.11297e-13 	100000
-4.8831 	348.432 	3.4919e-13 	100000
-4.8821 	348.432 	3.87082e-13 	100000
-4.8811 	348.432 	4.24975e-13 	100000
-4.8801 	348.432 	4.62868e-13 	100000
-4.8791 	348.432 	5.00761e-13 	100000
-4.87811 	348.432 	5.38654e-13 	100000
-4.87711 	348.432 	5.76547e-13 	100000
-4.87611 	348.432 	6.1444e-13 	100000
-4.87511 	348.432 	6.52332e-13 	100000
-4.87411 	348.432 	6.26532e-13 	100000
-4.87311 	348.432 	5.93012e-13 	100000
-4.87211 	348.432 	5.59491e-13 	100000
-4.87111 	348.432 	5.2597e-13 	100000
-4.87011 	348.432 	4.9245e-13 	100000
-4.86911 	348.432 	4.58929e-13 	100000
-4.86811 	348.432 	4.25409e-13 	100000
-4.86712 	348.432 	3.91888e-13 	100000
-4.86612 	348.432 	3.58367e-13 	100000
-4.86512 	348.432 	3.24847e-13 	100000
-4.86412 	348.432 	3.67243e-13 	100000
-4.86312 	348.432 	4.1971e-13 	100000
-4.86212 	348.432 	4.72177e-13 	100000
-4.86112 	348.432 	5.24644e-13 	100000
-4.86012 	348.432 	5.77111e-13 	100000
-4.85912 	348.432 	6.29578e-13 	100000
-4.85812 	348.432 	6.82045e-13 	100000
-4.85712 	348.432 	7.34512e-13 	100000
-4.85613 	348.432 	7.86979e-13 	100000
-4.85513 	348.432 	8.39446e-13 	100000
-4.85413 	348.432 	8.15497e-13 	100000
-4.85313 	348.432 	7.80519e-13 	100000
-4.85213 	348.432 	7.45541e-13 	100000
-4.85113 	348.432 	7.10563e-13 	100000
-4.85013 	348.432 	6.75585e-13 	100000
-4.84913 	348.432 	6.40607e-13 	100000
-4.84813 	348.432 	6.05629e-13 	100000
-4.84713 	348.432 	5.70651e-13 	100000
-4.84613 	348.432 	5.35673e-13 	100000
-4.84514 	348.432 	5.00695e-13 	100000
-4.84414 	348.432 	5.14875e-13 	100000
-4.84314 	348.432 	5.36736e-13 	100000
-4.84214 	348.432 	5.58598e-13 	100000
-4.84114 	348.432 	5.80459e-13 	100000
-4.84014 	348.432 	6.0232e-13 	100000
-4.83914 	348.432 	6.24182e-13 	100000
-4.83814 	348.432 	6.46043e-13 	100000
-4.83714 	348.432 	6.67904e-13 	100000
-4.83614 	348.432 	6.89766e-13 	100000
-4.83514 	348.432 	7.11627e-13 	100000
-4.83414 	348.432 	6.89831e-13 	100000
-4.83315 	348.432 	6.60683e-13 	100000
-4.83215 	348.432 	6.31535e-13 	100000
-4.83115 	348.432 	6.02386e-13 	100000
-4.83015 	348.432 	5.73238e-13 	100000
-4.82915 	348.432 	5.4409e-13 	100000
-4.82815 	348.432 	5.14941e-13 	100000
-4.82715 	348.432 	4.85793e-13 	100000
-4.82615 	348.432 	4.56645e-13 	100000
-4.82515 	348.432 	4.27496e-13 	100000
-4.82415 	348.432 	4.45248e-13 	100000
-4.82315 	348.432 	4.71481e-13 	100000
-4.82216 	348.432 	4.97715e-13 	100000
-4.82116 	348.432 	5.23948e-13 	100000
-4.82016 	348.432 	5.50182e-13 	100000
-4.81916 	348.432 	5.76415e-13 	100000
-4.81816 	348.432 	6.02649e-13 	100000
-4.81716 	348.432 	6.28882e-13 	100000
-4.81616 	348.432 	6.55115e-13 	100000
-4.81516 	348.432 	6.81349e-13 	100000
-4.81416 	348.432 	6.75834e-13 	100000
-4.81316 	348.432 	6.64175e-13 	100000
-4.81216 	348.432 	6.52516e-13 	100000
-4.81117 	348.432 	6.40857e-13 	100000
-4.81017 	348.432 	6.29197e-13 	100000
